fox:FOXG_00002	ko:K20046
fox:FOXG_11352	ko:K03016
fox:FOXG_11354	ko:K23327
fox:FOXG_11355	ko:K14642
fox:FOXG_11356	ko:K10639
fox:FOXG_11358	ko:K04532
fox:FOXG_11360	ko:K20305
fox:FOXG_11361	ko:K13106
fox:FOXG_11362	ko:K03138
fox:FOXG_11363	ko:K13291
fox:FOXG_11365	ko:K00948
fox:FOXG_11366	ko:K16066
fox:FOXG_11367	ko:K15053
fox:FOXG_11368	ko:K10627
fox:FOXG_11369	ko:K03504
fox:FOXG_11371	ko:K09704
fox:FOXG_11372	ko:K11304
fox:FOXG_11373	ko:K18327
fox:FOXG_11374	ko:K10745
fox:FOXG_11379	ko:K17742
fox:FOXG_11380	ko:K05351
fox:FOXG_11381	ko:K01273
fox:FOXG_11383	ko:K01536
fox:FOXG_11385	ko:K07513
fox:FOXG_11388	ko:K05034
fox:FOXG_11391	ko:K00981
fox:FOXG_11398	ko:K00012
fox:FOXG_11406	ko:K18107
fox:FOXG_11407	ko:K02304
fox:FOXG_11408	ko:K12481
fox:FOXG_11412	ko:K08192
fox:FOXG_11417	ko:K00799
fox:FOXG_11418	ko:K13119
fox:FOXG_11420	ko:K07734
fox:FOXG_11427	ko:K08178
fox:FOXG_11429	ko:K01875
fox:FOXG_11436	ko:K00135
fox:FOXG_11438	ko:K17623
fox:FOXG_11441	ko:K24767
fox:FOXG_11443	ko:K00128
fox:FOXG_11444	ko:K22134
fox:FOXG_11445	ko:K01918
fox:FOXG_11447	ko:K03538
fox:FOXG_11448	ko:K18730
fox:FOXG_11449	ko:K24935
fox:FOXG_11450	ko:K16261
fox:FOXG_11451	ko:K03235
fox:FOXG_11453	ko:K23518
fox:FOXG_11454	ko:K28613
fox:FOXG_11462	ko:K00627
fox:FOXG_11465	ko:K18442
fox:FOXG_11467	ko:K03024
fox:FOXG_11468	ko:K14307
fox:FOXG_11469	ko:K14405
fox:FOXG_11476	ko:K00799
fox:FOXG_11477	ko:K06199
fox:FOXG_11478	ko:K06199
fox:FOXG_11479	ko:K00761
fox:FOXG_11480	ko:K10777
fox:FOXG_11482	ko:K01077
fox:FOXG_11485	ko:K02915
fox:FOXG_11492	ko:K01183
fox:FOXG_11496	ko:K15462
fox:FOXG_11498	ko:K00211
fox:FOXG_11500	ko:K02912
fox:FOXG_11501	ko:K02960
fox:FOXG_11502	ko:K13205
fox:FOXG_11503	ko:K21455
fox:FOXG_11505	ko:K12823
fox:FOXG_11506	ko:K01556
fox:FOXG_11507	ko:K03885
fox:FOXG_11509	ko:K00877
fox:FOXG_11510	ko:K08267
fox:FOXG_11511	ko:K00365
fox:FOXG_11512	ko:K02871
fox:FOXG_11513	ko:K04569
fox:FOXG_11515	ko:K01885
fox:FOXG_11516	ko:K09503
fox:FOXG_11520	ko:K15371
fox:FOXG_11521	ko:K17769
fox:FOXG_11523	ko:K06030
fox:FOXG_11524	ko:K12191
fox:FOXG_11525	ko:K19704
fox:FOXG_11528	ko:K03140
fox:FOXG_11529	ko:K15306
fox:FOXG_11531	ko:K28206
fox:FOXG_11532	ko:K04536
fox:FOXG_11534	ko:K19841
fox:FOXG_11535	ko:K00654
fox:FOXG_11536	ko:K01907
fox:FOXG_11539	ko:K03434
fox:FOXG_11541	ko:K24160
fox:FOXG_11545	ko:K05917
fox:FOXG_11546	ko:K16365
fox:FOXG_11549	ko:K04711
fox:FOXG_11551	ko:K00849
fox:FOXG_11556	ko:K01652
fox:FOXG_11560	ko:K05972
fox:FOXG_11569	ko:K07575
fox:FOXG_11573	ko:K07975
fox:FOXG_11574	ko:K17421
fox:FOXG_11576	ko:K17100
fox:FOXG_11580	ko:K00863
fox:FOXG_11583	ko:K20628
fox:FOXG_11586	ko:K13690
fox:FOXG_11590	ko:K24976
fox:FOXG_11592	ko:K16261
fox:FOXG_11594	ko:K08827
fox:FOXG_11596	ko:K07297
fox:FOXG_11605	ko:K20309
fox:FOXG_11607	ko:K00059
fox:FOXG_11608	ko:K00721
fox:FOXG_11613	ko:K21989
fox:FOXG_11616	ko:K14849
fox:FOXG_11617	ko:K24104
fox:FOXG_11621	ko:K19953
fox:FOXG_11623	ko:K19881
fox:FOXG_11626	ko:K14777
fox:FOXG_11627	ko:K14859
fox:FOXG_11628	ko:K01102
fox:FOXG_11632	ko:K01426
fox:FOXG_11659	ko:K13280
fox:FOXG_11662	ko:K09702
fox:FOXG_11663	ko:K15196
fox:FOXG_11669	ko:K00927
fox:FOXG_11670	ko:K15529
fox:FOXG_11671	ko:K02510
fox:FOXG_11673	ko:K14709
fox:FOXG_11678	ko:K16261
fox:FOXG_11680	ko:K24940
fox:FOXG_11687	ko:K00467
fox:FOXG_11695	ko:K01426
fox:FOXG_11699	ko:K01293
fox:FOXG_11700	ko:K19327
fox:FOXG_11704	ko:K01045
fox:FOXG_11707	ko:K01620
fox:FOXG_11709	ko:K08192
fox:FOXG_11716	ko:K20238
fox:FOXG_11719	ko:K08994
fox:FOXG_11724	ko:K01684
fox:FOXG_11725	ko:K00065
fox:FOXG_11726	ko:K08192
fox:FOXG_11739	ko:K01728
fox:FOXG_11740	ko:K22539
fox:FOXG_11746	ko:K06910
fox:FOXG_11752	ko:K00286
fox:FOXG_11753	ko:K08139
fox:FOXG_11756	ko:K01212
fox:FOXG_11757	ko:K03332
fox:FOXG_11763	ko:K16066
fox:FOXG_11769	ko:K01230
fox:FOXG_11771	ko:K00354
fox:FOXG_11775	ko:K03457
fox:FOXG_11779	ko:K15100
fox:FOXG_11791	ko:K28359
fox:FOXG_11799	ko:K08141
fox:FOXG_11801	ko:K05349
fox:FOXG_11814	ko:K01182
fox:FOXG_11828	ko:K07034
fox:FOXG_11845	ko:K05658
fox:FOXG_11846	ko:K00077
fox:FOXG_11855	ko:K03380
fox:FOXG_11860	ko:K08192
fox:FOXG_11869	ko:K01426
fox:FOXG_11882	ko:K09780
fox:FOXG_11885	ko:K08192
fox:FOXG_11898	ko:K13950
fox:FOXG_11902	ko:K01626
fox:FOXG_11904	ko:K01904
fox:FOXG_11916	ko:K05989
fox:FOXG_11929	ko:K13953
fox:FOXG_11934	ko:K08192
fox:FOXG_11937	ko:K17100
fox:FOXG_11938	ko:K01624
fox:FOXG_11945	ko:K22213
fox:FOXG_11956	ko:K01754
fox:FOXG_11957	ko:K20613
fox:FOXG_11959	ko:K00485
fox:FOXG_11963	ko:K01568
fox:FOXG_11971	ko:K10775
fox:FOXG_11975	ko:K00826
fox:FOXG_11984	ko:K08157
fox:FOXG_11985	ko:K00033
fox:FOXG_11989	ko:K08711
fox:FOXG_12000	ko:K00354
fox:FOXG_12010	ko:K00844
fox:FOXG_12012	ko:K12346
fox:FOXG_12015	ko:K06113
fox:FOXG_12033	ko:K08141
fox:FOXG_12043	ko:K00273
fox:FOXG_12059	ko:K00799
fox:FOXG_12062	ko:K06978
fox:FOXG_12081	ko:K05857
fox:FOXG_12092	ko:K05349
fox:FOXG_12102	ko:K09252
fox:FOXG_12105	ko:K11313
fox:FOXG_12106	ko:K07050
fox:FOXG_12107	ko:K03671
fox:FOXG_12110	ko:K03327
fox:FOXG_12115	ko:K22992
fox:FOXG_12117	ko:K09983
fox:FOXG_12123	ko:K08192
fox:FOXG_12125	ko:K03327
fox:FOXG_12129	ko:K01426
fox:FOXG_12133	ko:K00799
fox:FOXG_12141	ko:K03320
fox:FOXG_12143	ko:K15745
fox:FOXG_12144	ko:K17841
fox:FOXG_12147	ko:K18123
fox:FOXG_12148	ko:K00306
fox:FOXG_12149	ko:K00294
fox:FOXG_12151	ko:K00286
fox:FOXG_12155	ko:K08095
fox:FOXG_12156	ko:K28788
fox:FOXG_12158	ko:K15303
fox:FOXG_12162	ko:K28359
fox:FOXG_12167	ko:K11416
fox:FOXG_12187	ko:K08192
fox:FOXG_12196	ko:K01487
fox:FOXG_12200	ko:K21547
fox:FOXG_12202	ko:K08192
fox:FOXG_12206	ko:K13366
fox:FOXG_12213	ko:K09252
fox:FOXG_12215	ko:K08257
fox:FOXG_12218	ko:K01225
fox:FOXG_12226	ko:K17686
fox:FOXG_12237	ko:K20989
fox:FOXG_12242	ko:K07034
fox:FOXG_12246	ko:K01759
fox:FOXG_12247	ko:K00276
fox:FOXG_12249	ko:K01069
fox:FOXG_12251	ko:K23272
fox:FOXG_12252	ko:K01673
fox:FOXG_12260	ko:K03782
fox:FOXG_12261	ko:K06910
fox:FOXG_12264	ko:K22539
fox:FOXG_12267	ko:K08139
fox:FOXG_12271	ko:K08192
fox:FOXG_12275	ko:K03377
fox:FOXG_12286	ko:K08192
fox:FOXG_12287	ko:K01301
fox:FOXG_12291	ko:K20989
fox:FOXG_12299	ko:K20059
fox:FOXG_12308	ko:K17095
fox:FOXG_12310	ko:K01100
fox:FOXG_12313	ko:K04563
fox:FOXG_12320	ko:K00306
fox:FOXG_12324	ko:K16261
fox:FOXG_12325	ko:K08192
fox:FOXG_12330	ko:K01051
fox:FOXG_12336	ko:K05349
fox:FOXG_12338	ko:K16261
fox:FOXG_12340	ko:K00309
fox:FOXG_12345	ko:K00698
fox:FOXG_12350	ko:K15877
fox:FOXG_12357	ko:K01426
fox:FOXG_12362	ko:K01078
fox:FOXG_12372	ko:K01166
fox:FOXG_12373	ko:K05535
fox:FOXG_12377	ko:K01053
fox:FOXG_12388	ko:K03305
fox:FOXG_12390	ko:K08141
fox:FOXG_12400	ko:K01078
fox:FOXG_12406	ko:K00232
fox:FOXG_12412	ko:K01426
fox:FOXG_12422	ko:K11493
fox:FOXG_12423	ko:K07300
fox:FOXG_12425	ko:K07297
fox:FOXG_12427	ko:K28005
fox:FOXG_12440	ko:K06047
fox:FOXG_12456	ko:K11593
fox:FOXG_12492	ko:K01183
fox:FOXG_12494	ko:K03574
fox:FOXG_12495	ko:K07297
fox:FOXG_12510	ko:K21455
fox:FOXG_12511	ko:K08900
fox:FOXG_12518	ko:K11585
fox:FOXG_12530	ko:K22686
fox:FOXG_12535	ko:K01184
fox:FOXG_12551	ko:K22686
fox:FOXG_12571	ko:K01408
fox:FOXG_12585	ko:K01184
fox:FOXG_12602	ko:K22686
fox:FOXG_12622	ko:K01408
fox:FOXG_12636	ko:K12619
fox:FOXG_12638	ko:K11436
fox:FOXG_12640	ko:K24155
fox:FOXG_12643	ko:K24726
fox:FOXG_12644	ko:K01870
fox:FOXG_12645	ko:K08272
fox:FOXG_12646	ko:K11650
fox:FOXG_12647	ko:K06276
fox:FOXG_12650	ko:K08501
fox:FOXG_12653	ko:K01183
fox:FOXG_12654	ko:K14050
fox:FOXG_12656	ko:K06125
fox:FOXG_12657	ko:K02973
fox:FOXG_12660	ko:K16536
fox:FOXG_12661	ko:K00939
fox:FOXG_12662	ko:K03038
fox:FOXG_12664	ko:K00228
fox:FOXG_12665	ko:K08341
fox:FOXG_12668	ko:K01694
fox:FOXG_12669	ko:K02902
fox:FOXG_12671	ko:K14455
fox:FOXG_12672	ko:K08141
fox:FOXG_12683	ko:K02516
fox:FOXG_12684	ko:K12820
fox:FOXG_12692	ko:K10729
fox:FOXG_12693	ko:K00558
fox:FOXG_12696	ko:K03063
fox:FOXG_12705	ko:K03396
fox:FOXG_12710	ko:K11561
fox:FOXG_12711	ko:K26544
fox:FOXG_12712	ko:K23499
fox:FOXG_12714	ko:K01381
fox:FOXG_12718	ko:K11244
fox:FOXG_12720	ko:K04799
fox:FOXG_12722	ko:K12614
fox:FOXG_12724	ko:K00889
fox:FOXG_12725	ko:K18179
fox:FOXG_12726	ko:K20318
fox:FOXG_12727	ko:K14402
fox:FOXG_12728	ko:K21631
fox:FOXG_12729	ko:K01893
fox:FOXG_12731	ko:K14007
fox:FOXG_12732	ko:K11275
fox:FOXG_12736	ko:K00252
fox:FOXG_12737	ko:K06689
fox:FOXG_12741	ko:K08192
fox:FOXG_12749	ko:K03357
fox:FOXG_12750	ko:K09885
fox:FOXG_12753	ko:K09486
fox:FOXG_12755	ko:K26091
fox:FOXG_12756	ko:K09550
fox:FOXG_12759	ko:K00549
fox:FOXG_12762	ko:K27706
fox:FOXG_12766	ko:K12193
fox:FOXG_12770	ko:K03858
fox:FOXG_12771	ko:K01855
fox:FOXG_12773	ko:K00948
fox:FOXG_12778	ko:K02898
fox:FOXG_12779	ko:K02258
fox:FOXG_12782	ko:K08493
fox:FOXG_12783	ko:K18749
fox:FOXG_12784	ko:K24970
fox:FOXG_12787	ko:K08764
fox:FOXG_12790	ko:K13953
fox:FOXG_12791	ko:K18584
fox:FOXG_12792	ko:K08657
fox:FOXG_12793	ko:K03143
fox:FOXG_12794	ko:K21991
fox:FOXG_12795	ko:K15331
fox:FOXG_12796	ko:K00681
fox:FOXG_12797	ko:K03844
fox:FOXG_12798	ko:K17797
fox:FOXG_12800	ko:K14315
fox:FOXG_12804	ko:K11274
fox:FOXG_12808	ko:K07874
fox:FOXG_12810	ko:K12620
fox:FOXG_12811	ko:K07766
fox:FOXG_12812	ko:K00685
fox:FOXG_12813	ko:K12589
fox:FOXG_12815	ko:K08738
fox:FOXG_12816	ko:K14571
fox:FOXG_12817	ko:K12195
fox:FOXG_12818	ko:K15523
fox:FOXG_12819	ko:K01900
fox:FOXG_12820	ko:K00567
fox:FOXG_12821	ko:K22063
fox:FOXG_12822	ko:K26151
fox:FOXG_12825	ko:K16261
fox:FOXG_12826	ko:K16261
fox:FOXG_12827	ko:K09248
fox:FOXG_12829	ko:K00830
fox:FOXG_12830	ko:K14290
fox:FOXG_12832	ko:K14809
fox:FOXG_12833	ko:K16368
fox:FOXG_12834	ko:K22243
fox:FOXG_12838	ko:K06027
fox:FOXG_12840	ko:K02998
fox:FOXG_12842	ko:K02146
fox:FOXG_12843	ko:K14565
fox:FOXG_12844	ko:K17286
fox:FOXG_12846	ko:K05662
fox:FOXG_12848	ko:K14541
fox:FOXG_12853	ko:K08192
fox:FOXG_12855	ko:K20628
fox:FOXG_12862	ko:K00290
fox:FOXG_12864	ko:K25576
fox:FOXG_12869	ko:K01466
fox:FOXG_12870	ko:K05355
fox:FOXG_12871	ko:K23542
fox:FOXG_12873	ko:K01824
fox:FOXG_12880	ko:K07297
fox:FOXG_12881	ko:K08192
fox:FOXG_12882	ko:K01183
fox:FOXG_12883	ko:K14564
fox:FOXG_12884	ko:K02977
fox:FOXG_12885	ko:K02976
fox:FOXG_12887	ko:K06675
fox:FOXG_12888	ko:K25129
fox:FOXG_12890	ko:K00658
fox:FOXG_12892	ko:K01705
fox:FOXG_12893	ko:K00249
fox:FOXG_12895	ko:K12373
fox:FOXG_12898	ko:K23504
fox:FOXG_12903	ko:K08157
fox:FOXG_12907	ko:K01198
fox:FOXG_12909	ko:K17862
fox:FOXG_12910	ko:K11866
fox:FOXG_12912	ko:K12196
fox:FOXG_12913	ko:K15267
fox:FOXG_12915	ko:K01476
fox:FOXG_12919	ko:K09983
fox:FOXG_12923	ko:K13348
fox:FOXG_12935	ko:K01224
fox:FOXG_12936	ko:K18740
fox:FOXG_12939	ko:K05972
fox:FOXG_12944	ko:K23504
fox:FOXG_12952	ko:K05658
fox:FOXG_12967	ko:K00213
fox:FOXG_12971	ko:K00658
fox:FOXG_12972	ko:K00164
fox:FOXG_12974	ko:K11390
fox:FOXG_12977	ko:K00249
fox:FOXG_12980	ko:K08192
fox:FOXG_12981	ko:K23146
fox:FOXG_12982	ko:K01607
fox:FOXG_12985	ko:K00135
fox:FOXG_12989	ko:K05349
fox:FOXG_12993	ko:K01188
fox:FOXG_13017	ko:K05841
fox:FOXG_13018	ko:K05349
fox:FOXG_13026	ko:K00276
fox:FOXG_13028	ko:K16261
fox:FOXG_13031	ko:K00485
fox:FOXG_13045	ko:K16261
fox:FOXG_13047	ko:K00863
fox:FOXG_13051	ko:K01184
fox:FOXG_13054	ko:K01560
fox:FOXG_13055	ko:K16261
fox:FOXG_13057	ko:K00102
fox:FOXG_13058	ko:K08192
fox:FOXG_13067	ko:K01532
fox:FOXG_13071	ko:K20465
fox:FOXG_13103	ko:K22539
fox:FOXG_13109	ko:K03448
fox:FOXG_13110	ko:K28079
fox:FOXG_13111	ko:K19355
fox:FOXG_13113	ko:K22134
fox:FOXG_13122	ko:K23146
fox:FOXG_13133	ko:K10843
fox:FOXG_13138	ko:K05917
fox:FOXG_13142	ko:K14816
fox:FOXG_13149	ko:K08192
fox:FOXG_13154	ko:K08192
fox:FOXG_13157	ko:K14454
fox:FOXG_13160	ko:K18195
fox:FOXG_13188	ko:K18578
fox:FOXG_13189	ko:K08095
fox:FOXG_13191	ko:K01213
fox:FOXG_13192	ko:K05989
fox:FOXG_13199	ko:K14708
fox:FOXG_13203	ko:K28508
fox:FOXG_13205	ko:K19564
fox:FOXG_13210	ko:K08141
fox:FOXG_13212	ko:K01253
fox:FOXG_13215	ko:K08141
fox:FOXG_13226	ko:K01114
fox:FOXG_13239	ko:K07407
fox:FOXG_13240	ko:K06897
fox:FOXG_13248	ko:K01312
fox:FOXG_13249	ko:K01728
fox:FOXG_13254	ko:K01188
fox:FOXG_13257	ko:K01426
fox:FOXG_13258	ko:K01681
fox:FOXG_13263	ko:K08192
fox:FOXG_13264	ko:K05349
fox:FOXG_13270	ko:K28508
fox:FOXG_13271	ko:K01426
fox:FOXG_13280	ko:K01555
fox:FOXG_13286	ko:K03380
fox:FOXG_13287	ko:K13411
fox:FOXG_13292	ko:K00059
fox:FOXG_13296	ko:K16261
fox:FOXG_13311	ko:K00456
fox:FOXG_13315	ko:K08192
fox:FOXG_13316	ko:K00276
fox:FOXG_13320	ko:K17740
fox:FOXG_13323	ko:K08726
fox:FOXG_13331	ko:K01732
fox:FOXG_13335	ko:K08192
fox:FOXG_13346	ko:K07755
fox:FOXG_13350	ko:K16261
fox:FOXG_13355	ko:K26349
fox:FOXG_13356	ko:K19619
fox:FOXG_13359	ko:K01113
fox:FOXG_13360	ko:K00545
fox:FOXG_13377	ko:K08192
fox:FOXG_13381	ko:K08711
fox:FOXG_13384	ko:K09246
fox:FOXG_13391	ko:K22213
fox:FOXG_13395	ko:K20039
fox:FOXG_13404	ko:K14708
fox:FOXG_13406	ko:K07511
fox:FOXG_13415	ko:K01181
fox:FOXG_13433	ko:K08192
fox:FOXG_13434	ko:K01501
fox:FOXG_13436	ko:K01179
fox:FOXG_13439	ko:K00428
fox:FOXG_13440	ko:K19692
fox:FOXG_13442	ko:K22134
fox:FOXG_13446	ko:K08158
fox:FOXG_13456	ko:K22745
fox:FOXG_13488	ko:K08192
fox:FOXG_13493	ko:K19564
fox:FOXG_13497	ko:K03380
fox:FOXG_13499	ko:K06001
fox:FOXG_13500	ko:K22857
fox:FOXG_13504	ko:K19564
fox:FOXG_13507	ko:K01027
fox:FOXG_13510	ko:K08192
fox:FOXG_13515	ko:K14334
fox:FOXG_13516	ko:K07513
fox:FOXG_13522	ko:K00852
fox:FOXG_13525	ko:K08192
fox:FOXG_13531	ko:K19355
fox:FOXG_13536	ko:K00306
fox:FOXG_13537	ko:K14977
fox:FOXG_13544	ko:K03448
fox:FOXG_13560	ko:K08192
fox:FOXG_13566	ko:K01178
fox:FOXG_13569	ko:K09241
fox:FOXG_13570	ko:K17742
fox:FOXG_13574	ko:K01673
fox:FOXG_13591	ko:K08139
fox:FOXG_13593	ko:K28508
fox:FOXG_13598	ko:K01279
fox:FOXG_13601	ko:K06978
fox:FOXG_13625	ko:K08141
fox:FOXG_13629	ko:K16261
fox:FOXG_13640	ko:K08257
fox:FOXG_13642	ko:K01885
fox:FOXG_13644	ko:K26141
fox:FOXG_13645	ko:K28508
fox:FOXG_13646	ko:K00799
fox:FOXG_13650	ko:K02835
fox:FOXG_13653	ko:K08711
fox:FOXG_13659	ko:K00967
fox:FOXG_13660	ko:K00826
fox:FOXG_13662	ko:K01598
fox:FOXG_13663	ko:K07390
fox:FOXG_13668	ko:K00681
fox:FOXG_13677	ko:K01673
fox:FOXG_13686	ko:K01607
fox:FOXG_13694	ko:K01288
fox:FOXG_13699	ko:K20523
fox:FOXG_13700	ko:K28063
fox:FOXG_13703	ko:K28214
fox:FOXG_13704	ko:K00505
fox:FOXG_13707	ko:K01539
fox:FOXG_13711	ko:K09423
fox:FOXG_13729	ko:K17260
fox:FOXG_13730	ko:K02208
fox:FOXG_13731	ko:K07941
fox:FOXG_13732	ko:K11364
fox:FOXG_13733	ko:K01809
fox:FOXG_13736	ko:K12735
fox:FOXG_13738	ko:K22696
fox:FOXG_13739	ko:K02974
fox:FOXG_13742	ko:K01497
fox:FOXG_13744	ko:K03004
fox:FOXG_13747	ko:K01137
fox:FOXG_13752	ko:K05916
fox:FOXG_13755	ko:K22248
fox:FOXG_13757	ko:K04564
fox:FOXG_13758	ko:K10734
fox:FOXG_13760	ko:K10088
fox:FOXG_13768	ko:K01476
fox:FOXG_13780	ko:K07393
fox:FOXG_13789	ko:K00273
fox:FOXG_13793	ko:K08192
fox:FOXG_13796	ko:K08192
fox:FOXG_13797	ko:K01940
fox:FOXG_13801	ko:K01728
fox:FOXG_13807	ko:K14546
fox:FOXG_13808	ko:K11684
fox:FOXG_13810	ko:K19199
fox:FOXG_13817	ko:K00898
fox:FOXG_13821	ko:K01634
fox:FOXG_13822	ko:K05532
fox:FOXG_13824	ko:K02726
fox:FOXG_13827	ko:K10524
fox:FOXG_13828	ko:K02367
fox:FOXG_13829	ko:K04794
fox:FOXG_13830	ko:K14768
fox:FOXG_13831	ko:K14799
fox:FOXG_13832	ko:K03189
fox:FOXG_13834	ko:K02895
fox:FOXG_13835	ko:K04513
fox:FOXG_13836	ko:K14997
fox:FOXG_13837	ko:K28650
fox:FOXG_13838	ko:K14137
fox:FOXG_13839	ko:K22384
fox:FOXG_13842	ko:K14838
fox:FOXG_13845	ko:K07478
fox:FOXG_13846	ko:K14400
fox:FOXG_13849	ko:K15338
fox:FOXG_13851	ko:K01875
fox:FOXG_13852	ko:K08286
fox:FOXG_13856	ko:K28063
fox:FOXG_13858	ko:K01049
fox:FOXG_13863	ko:K08150
fox:FOXG_13864	ko:K08157
fox:FOXG_13866	ko:K04075
fox:FOXG_13872	ko:K18666
fox:FOXG_13873	ko:K11232
fox:FOXG_13875	ko:K11373
fox:FOXG_13878	ko:K14684
fox:FOXG_13879	ko:K15161
fox:FOXG_13881	ko:K07140
fox:FOXG_13884	ko:K15111
fox:FOXG_13885	ko:K15361
fox:FOXG_13886	ko:K13179
fox:FOXG_13887	ko:K13210
fox:FOXG_13890	ko:K28359
fox:FOXG_13892	ko:K28650
fox:FOXG_13893	ko:K19029
fox:FOXG_13899	ko:K15903
fox:FOXG_13900	ko:K20183
fox:FOXG_13901	ko:K14430
fox:FOXG_13902	ko:K05658
fox:FOXG_13904	ko:K22151
fox:FOXG_13905	ko:K22149
fox:FOXG_13908	ko:K11676
fox:FOXG_13910	ko:K11595
fox:FOXG_13911	ko:K07904
fox:FOXG_13912	ko:K14820
fox:FOXG_13914	ko:K11407
fox:FOXG_13919	ko:K12829
fox:FOXG_13920	ko:K15283
fox:FOXG_13921	ko:K02607
fox:FOXG_13925	ko:K02263
fox:FOXG_13926	ko:K03544
fox:FOXG_13927	ko:K00700
fox:FOXG_13928	ko:K02133
fox:FOXG_13931	ko:K03141
fox:FOXG_13932	ko:K00164
fox:FOXG_13933	ko:K24730
fox:FOXG_13941	ko:K00111
fox:FOXG_13945	ko:K17908
fox:FOXG_13946	ko:K04459
fox:FOXG_13947	ko:K10844
fox:FOXG_13950	ko:K12843
fox:FOXG_13951	ko:K02999
fox:FOXG_13952	ko:K11253
fox:FOXG_13953	ko:K11254
fox:FOXG_13955	ko:K13830
fox:FOXG_13969	ko:K01408
fox:FOXG_13989	ko:K22686
fox:FOXG_14004	ko:K01184
fox:FOXG_14009	ko:K22686
fox:FOXG_14021	ko:K11585
fox:FOXG_14028	ko:K08900
fox:FOXG_14029	ko:K21455
fox:FOXG_14044	ko:K07297
fox:FOXG_14045	ko:K03574
fox:FOXG_14047	ko:K01183
fox:FOXG_14081	ko:K11593
fox:FOXG_14097	ko:K06047
fox:FOXG_14110	ko:K28005
fox:FOXG_14114	ko:K07300
fox:FOXG_14115	ko:K11493
fox:FOXG_14125	ko:K01426
fox:FOXG_14131	ko:K00232
fox:FOXG_14161	ko:K11560
fox:FOXG_14172	ko:K07297
fox:FOXG_14173	ko:K11585
fox:FOXG_14194	ko:K22686
fox:FOXG_14230	ko:K16230
fox:FOXG_14234	ko:K03782
fox:FOXG_14248	ko:K22134
fox:FOXG_14254	ko:K09704
fox:FOXG_14280	ko:K07023
fox:FOXG_14288	ko:K02149
fox:FOXG_14329	ko:K01183
fox:FOXG_14335	ko:K28508
fox:FOXG_14336	ko:K01426
fox:FOXG_14339	ko:K00276
fox:FOXG_14342	ko:K00668
fox:FOXG_14344	ko:K19619
fox:FOXG_14345	ko:K19619
fox:FOXG_14348	ko:K28507
fox:FOXG_14356	ko:K20039
fox:FOXG_14382	ko:K08139
fox:FOXG_14385	ko:K22245
fox:FOXG_14420	ko:K01674
fox:FOXG_14431	ko:K09425
fox:FOXG_14436	ko:K19692
fox:FOXG_14448	ko:K05857
fox:FOXG_14453	ko:K09419
fox:FOXG_14459	ko:K08141
fox:FOXG_14460	ko:K03321
fox:FOXG_14488	ko:K01501
fox:FOXG_14498	ko:K01568
fox:FOXG_14499	ko:K01049
fox:FOXG_14503	ko:K08192
fox:FOXG_14504	ko:K01181
fox:FOXG_14510	ko:K01519
fox:FOXG_14522	ko:K06889
fox:FOXG_14532	ko:K01481
fox:FOXG_14541	ko:K03671
fox:FOXG_14550	ko:K05349
fox:FOXG_14556	ko:K08141
fox:FOXG_14563	ko:K01426
fox:FOXG_14589	ko:K15388
fox:FOXG_14594	ko:K15388
fox:FOXG_14600	ko:K19564
fox:FOXG_14604	ko:K19788
fox:FOXG_14629	ko:K19355
fox:FOXG_14635	ko:K00698
fox:FOXG_14636	ko:K01007
fox:FOXG_14637	ko:K00016
fox:FOXG_14652	ko:K09702
fox:FOXG_14653	ko:K11153
fox:FOXG_14654	ko:K01426
fox:FOXG_14655	ko:K28508
fox:FOXG_14656	ko:K18107
fox:FOXG_14662	ko:K00521
fox:FOXG_14675	ko:K06035
fox:FOXG_14677	ko:K01415
fox:FOXG_14686	ko:K22248
fox:FOXG_14692	ko:K12451
fox:FOXG_14695	ko:K01184
fox:FOXG_14706	ko:K05972
fox:FOXG_14708	ko:K01166
fox:FOXG_14710	ko:K01581
fox:FOXG_14711	ko:K00103
fox:FOXG_14733	ko:K01647
fox:FOXG_14750	ko:K28788
fox:FOXG_14752	ko:K28507
fox:FOXG_14785	ko:K01209
fox:FOXG_14789	ko:K00799
fox:FOXG_14796	ko:K05972
fox:FOXG_14828	ko:K11585
fox:FOXG_14840	ko:K01183
fox:FOXG_14841	ko:K08726
fox:FOXG_14847	ko:K06062
fox:FOXG_14849	ko:K23010
fox:FOXG_14893	ko:K09958
fox:FOXG_14895	ko:K06062
fox:FOXG_14897	ko:K18064
fox:FOXG_14909	ko:K01123
fox:FOXG_14917	ko:K11560
fox:FOXG_14952	ko:K01613
fox:FOXG_14953	ko:K19692
fox:FOXG_14959	ko:K01182
fox:FOXG_14967	ko:K23114
fox:FOXG_14970	ko:K25043
fox:FOXG_15020	ko:K03321
fox:FOXG_15021	ko:K08141
fox:FOXG_15027	ko:K09419
fox:FOXG_15032	ko:K05857
fox:FOXG_15045	ko:K19692
fox:FOXG_15050	ko:K09425
fox:FOXG_15061	ko:K01674
fox:FOXG_15097	ko:K22245
fox:FOXG_15100	ko:K08139
fox:FOXG_15126	ko:K20039
fox:FOXG_15135	ko:K19619
fox:FOXG_15136	ko:K19619
fox:FOXG_15138	ko:K00668
fox:FOXG_15141	ko:K00276
fox:FOXG_15144	ko:K01426
fox:FOXG_15145	ko:K28508
fox:FOXG_15151	ko:K01183
