fgr:FGSG_00017	ko:K01293
fgr:FGSG_10113	ko:K01560
fgr:FGSG_10114	ko:K07827
fgr:FGSG_10115	ko:K19850
fgr:FGSG_10116	ko:K00698
fgr:FGSG_10117	ko:K10579
fgr:FGSG_10118	ko:K00053
fgr:FGSG_10119	ko:K01754
fgr:FGSG_10120	ko:K28511
fgr:FGSG_10121	ko:K00147
fgr:FGSG_10122	ko:K07466
fgr:FGSG_10126	ko:K01908
fgr:FGSG_10129	ko:K12763
fgr:FGSG_10131	ko:K18338
fgr:FGSG_10133	ko:K06950
fgr:FGSG_10137	ko:K11095
fgr:FGSG_10138	ko:K20352
fgr:FGSG_10139	ko:K01867
fgr:FGSG_10141	ko:K11560
fgr:FGSG_10142	ko:K09051
fgr:FGSG_10144	ko:K22746
fgr:FGSG_10145	ko:K01288
fgr:FGSG_10147	ko:K00604
fgr:FGSG_10152	ko:K28680
fgr:FGSG_10157	ko:K11888
fgr:FGSG_10158	ko:K10873
fgr:FGSG_10160	ko:K17278
fgr:FGSG_10172	ko:K12177
fgr:FGSG_10174	ko:K11643
fgr:FGSG_10175	ko:K15507
fgr:FGSG_10176	ko:K23879
fgr:FGSG_10179	ko:K03627
fgr:FGSG_10180	ko:K17268
fgr:FGSG_10181	ko:K02929
fgr:FGSG_10186	ko:K25815
fgr:FGSG_10188	ko:K01254
fgr:FGSG_10189	ko:K10392
fgr:FGSG_10190	ko:K23010
fgr:FGSG_10191	ko:K09705
fgr:FGSG_10192	ko:K23010
fgr:FGSG_10196	ko:K08876
fgr:FGSG_10198	ko:K17450
fgr:FGSG_10200	ko:K00121
fgr:FGSG_10201	ko:K10773
fgr:FGSG_10203	ko:K01469
fgr:FGSG_10205	ko:K19572
fgr:FGSG_10210	ko:K18339
fgr:FGSG_10211	ko:K00872
fgr:FGSG_10216	ko:K15303
fgr:FGSG_10218	ko:K02963
fgr:FGSG_10219	ko:K14560
fgr:FGSG_10221	ko:K20098
fgr:FGSG_10223	ko:K05287
fgr:FGSG_10226	ko:K08337
fgr:FGSG_10227	ko:K01493
fgr:FGSG_10228	ko:K03114
fgr:FGSG_10230	ko:K01904
fgr:FGSG_10231	ko:K03943
fgr:FGSG_10236	ko:K21804
fgr:FGSG_10237	ko:K18637
fgr:FGSG_10239	ko:K14803
fgr:FGSG_10242	ko:K12855
fgr:FGSG_10243	ko:K28440
fgr:FGSG_10245	ko:K02908
fgr:FGSG_10246	ko:K02866
fgr:FGSG_10250	ko:K13566
fgr:FGSG_10251	ko:K08266
fgr:FGSG_10253	ko:K28777
fgr:FGSG_10255	ko:K02730
fgr:FGSG_10257	ko:K00477
fgr:FGSG_10262	ko:K14545
fgr:FGSG_10264	ko:K01915
fgr:FGSG_10267	ko:K00288
fgr:FGSG_10268	ko:K03246
fgr:FGSG_10269	ko:K11654
fgr:FGSG_10271	ko:K14396
fgr:FGSG_10272	ko:K10591
fgr:FGSG_10276	ko:K03940
fgr:FGSG_10280	ko:K14298
fgr:FGSG_10283	ko:K17906
fgr:FGSG_10286	ko:K09250
fgr:FGSG_10290	ko:K03575
fgr:FGSG_10292	ko:K11841
fgr:FGSG_10293	ko:K00417
fgr:FGSG_10295	ko:K15115
fgr:FGSG_10296	ko:K03564
fgr:FGSG_10299	ko:K20791
fgr:FGSG_10301	ko:K03754
fgr:FGSG_10302	ko:K17617
fgr:FGSG_10304	ko:K11129
fgr:FGSG_10305	ko:K00418
fgr:FGSG_10306	ko:K17080
fgr:FGSG_10307	ko:K14570
fgr:FGSG_10309	ko:K02619
fgr:FGSG_10310	ko:K08192
fgr:FGSG_10312	ko:K14394
fgr:FGSG_10313	ko:K04464
fgr:FGSG_10315	ko:K10427
fgr:FGSG_10317	ko:K03448
fgr:FGSG_10318	ko:K01426
fgr:FGSG_10319	ko:K27966
fgr:FGSG_10320	ko:K01265
fgr:FGSG_10327	ko:K00698
fgr:FGSG_10339	ko:K01053
fgr:FGSG_10343	ko:K01279
fgr:FGSG_10345	ko:K19998
fgr:FGSG_10347	ko:K00031
fgr:FGSG_10351	ko:K07560
fgr:FGSG_10352	ko:K05864
fgr:FGSG_10358	ko:K01951
fgr:FGSG_10361	ko:K20121
fgr:FGSG_10362	ko:K22133
fgr:FGSG_10366	ko:K09780
fgr:FGSG_10368	ko:K02942
fgr:FGSG_10369	ko:K24348
fgr:FGSG_10374	ko:K04712
fgr:FGSG_10379	ko:K20457
fgr:FGSG_10384	ko:K06647
fgr:FGSG_10385	ko:K16575
fgr:FGSG_10387	ko:K08257
fgr:FGSG_10388	ko:K20366
fgr:FGSG_10390	ko:K14002
fgr:FGSG_10391	ko:K12813
fgr:FGSG_10394	ko:K03293
fgr:FGSG_10404	ko:K14640
fgr:FGSG_10410	ko:K00953
fgr:FGSG_10411	ko:K01181
fgr:FGSG_10414	ko:K01507
fgr:FGSG_10416	ko:K28028
fgr:FGSG_10417	ko:K03671
fgr:FGSG_10419	ko:K12389
fgr:FGSG_10422	ko:K01764
fgr:FGSG_10424	ko:K01597
fgr:FGSG_10425	ko:K20858
fgr:FGSG_10426	ko:K22884
fgr:FGSG_10434	ko:K00799
fgr:FGSG_10444	ko:K00016
fgr:FGSG_10445	ko:K01007
fgr:FGSG_10446	ko:K01568
fgr:FGSG_10451	ko:K07824
fgr:FGSG_10453	ko:K01673
fgr:FGSG_10462	ko:K01785
fgr:FGSG_10466	ko:K12346
fgr:FGSG_10481	ko:K15136
fgr:FGSG_10482	ko:K08073
fgr:FGSG_10503	ko:K12198
fgr:FGSG_10507	ko:K28359
fgr:FGSG_10511	ko:K11236
fgr:FGSG_10512	ko:K27290
fgr:FGSG_10516	ko:K14819
fgr:FGSG_10524	ko:K15458
fgr:FGSG_10526	ko:K13103
fgr:FGSG_10527	ko:K02957
fgr:FGSG_10528	ko:K24394
fgr:FGSG_10530	ko:K19525
fgr:FGSG_10531	ko:K03317
fgr:FGSG_10575	ko:K03377
fgr:FGSG_10577	ko:K08711
fgr:FGSG_10579	ko:K28507
fgr:FGSG_10580	ko:K00852
fgr:FGSG_10587	ko:K00276
fgr:FGSG_10597	ko:K18740
fgr:FGSG_10606	ko:K00428
fgr:FGSG_10613	ko:K06125
fgr:FGSG_10615	ko:K05349
fgr:FGSG_10619	ko:K00698
fgr:FGSG_10627	ko:K01427
fgr:FGSG_10634	ko:K08095
fgr:FGSG_10659	ko:K01424
fgr:FGSG_10661	ko:K08141
fgr:FGSG_10669	ko:K11808
fgr:FGSG_10670	ko:K05972
fgr:FGSG_10671	ko:K00052
fgr:FGSG_10677	ko:K00276
fgr:FGSG_10686	ko:K05989
fgr:FGSG_10693	ko:K13333
fgr:FGSG_10708	ko:K01213
fgr:FGSG_10716	ko:K12619
fgr:FGSG_10717	ko:K20361
fgr:FGSG_10718	ko:K11436
fgr:FGSG_10721	ko:K24726
fgr:FGSG_10722	ko:K01870
fgr:FGSG_10723	ko:K08272
fgr:FGSG_10724	ko:K11650
fgr:FGSG_10725	ko:K06276
fgr:FGSG_10727	ko:K08501
fgr:FGSG_10729	ko:K01183
fgr:FGSG_10730	ko:K14050
fgr:FGSG_10732	ko:K06125
fgr:FGSG_10733	ko:K02973
fgr:FGSG_10736	ko:K16536
fgr:FGSG_10737	ko:K00939
fgr:FGSG_10738	ko:K03038
fgr:FGSG_10739	ko:K00228
fgr:FGSG_10740	ko:K08341
fgr:FGSG_10743	ko:K01694
fgr:FGSG_10744	ko:K02902
fgr:FGSG_10746	ko:K14455
fgr:FGSG_10747	ko:K08141
fgr:FGSG_10755	ko:K17417
fgr:FGSG_10756	ko:K02516
fgr:FGSG_10757	ko:K12820
fgr:FGSG_10765	ko:K10729
fgr:FGSG_10766	ko:K00558
fgr:FGSG_10769	ko:K03063
fgr:FGSG_10776	ko:K03396
fgr:FGSG_10778	ko:K11561
fgr:FGSG_10779	ko:K26544
fgr:FGSG_10780	ko:K23499
fgr:FGSG_10782	ko:K01381
fgr:FGSG_10787	ko:K11244
fgr:FGSG_10789	ko:K04799
fgr:FGSG_10791	ko:K12614
fgr:FGSG_10792	ko:K00889
fgr:FGSG_10793	ko:K18179
fgr:FGSG_10794	ko:K20318
fgr:FGSG_10795	ko:K14402
fgr:FGSG_10796	ko:K21631
fgr:FGSG_10797	ko:K01893
fgr:FGSG_10799	ko:K14007
fgr:FGSG_10800	ko:K11275
fgr:FGSG_10804	ko:K00252
fgr:FGSG_10805	ko:K06689
fgr:FGSG_10807	ko:K21421
fgr:FGSG_10809	ko:K08192
fgr:FGSG_10815	ko:K03357
fgr:FGSG_10816	ko:K09885
fgr:FGSG_10819	ko:K09486
fgr:FGSG_10821	ko:K26091
fgr:FGSG_10822	ko:K09550
fgr:FGSG_10825	ko:K00549
fgr:FGSG_10829	ko:K27706
fgr:FGSG_10830	ko:K12881
fgr:FGSG_10832	ko:K12193
fgr:FGSG_10836	ko:K03858
fgr:FGSG_10837	ko:K01855
fgr:FGSG_10839	ko:K25304
fgr:FGSG_10840	ko:K00948
fgr:FGSG_10845	ko:K02898
fgr:FGSG_10846	ko:K02258
fgr:FGSG_10850	ko:K24970
fgr:FGSG_10853	ko:K08764
fgr:FGSG_10854	ko:K07213
fgr:FGSG_10855	ko:K13953
fgr:FGSG_10856	ko:K18584
fgr:FGSG_10857	ko:K08657
fgr:FGSG_10858	ko:K03844
fgr:FGSG_10859	ko:K00681
fgr:FGSG_10860	ko:K15331
fgr:FGSG_10861	ko:K21991
fgr:FGSG_10862	ko:K03143
fgr:FGSG_10863	ko:K17797
fgr:FGSG_10865	ko:K14315
fgr:FGSG_10869	ko:K11274
fgr:FGSG_10873	ko:K07874
fgr:FGSG_10875	ko:K12620
fgr:FGSG_10876	ko:K07766
fgr:FGSG_10878	ko:K00685
fgr:FGSG_10879	ko:K12589
fgr:FGSG_10881	ko:K08738
fgr:FGSG_10882	ko:K14571
fgr:FGSG_10883	ko:K12195
fgr:FGSG_10884	ko:K15523
fgr:FGSG_10885	ko:K01900
fgr:FGSG_10886	ko:K00567
fgr:FGSG_10887	ko:K22063
fgr:FGSG_10888	ko:K26151
fgr:FGSG_10893	ko:K00830
fgr:FGSG_10894	ko:K14290
fgr:FGSG_10896	ko:K14809
fgr:FGSG_10897	ko:K16368
fgr:FGSG_10899	ko:K22243
fgr:FGSG_10903	ko:K06027
fgr:FGSG_10905	ko:K02998
fgr:FGSG_10907	ko:K02146
fgr:FGSG_10908	ko:K14565
fgr:FGSG_10909	ko:K17286
fgr:FGSG_10911	ko:K05662
fgr:FGSG_10913	ko:K14541
fgr:FGSG_10919	ko:K08192
fgr:FGSG_10922	ko:K20628
fgr:FGSG_10925	ko:K00290
fgr:FGSG_10927	ko:K25576
fgr:FGSG_10933	ko:K05355
fgr:FGSG_10934	ko:K01466
fgr:FGSG_10938	ko:K08192
fgr:FGSG_10939	ko:K01183
fgr:FGSG_10940	ko:K14564
fgr:FGSG_10941	ko:K02977
fgr:FGSG_10942	ko:K02976
fgr:FGSG_10944	ko:K06675
fgr:FGSG_10945	ko:K25129
fgr:FGSG_10947	ko:K00658
fgr:FGSG_10949	ko:K01705
fgr:FGSG_10950	ko:K00249
fgr:FGSG_10960	ko:K17862
fgr:FGSG_10961	ko:K11866
fgr:FGSG_10963	ko:K04798
fgr:FGSG_10964	ko:K12196
fgr:FGSG_10965	ko:K15267
fgr:FGSG_10967	ko:K01476
fgr:FGSG_10974	ko:K09983
fgr:FGSG_10979	ko:K13348
fgr:FGSG_10999	ko:K01181
fgr:FGSG_11001	ko:K00942
fgr:FGSG_11011	ko:K01184
fgr:FGSG_11021	ko:K01277
fgr:FGSG_11024	ko:K05917
fgr:FGSG_11025	ko:K14816
fgr:FGSG_11026	ko:K22148
fgr:FGSG_11027	ko:K22151
fgr:FGSG_11028	ko:K05665
fgr:FGSG_11032	ko:K04618
fgr:FGSG_11037	ko:K18576
fgr:FGSG_11040	ko:K00799
fgr:FGSG_11044	ko:K20465
fgr:FGSG_11048	ko:K01224
fgr:FGSG_11049	ko:K05972
fgr:FGSG_11054	ko:K01655
fgr:FGSG_11066	ko:K19355
fgr:FGSG_11069	ko:K08192
fgr:FGSG_11079	ko:K08192
fgr:FGSG_11084	ko:K08192
fgr:FGSG_11087	ko:K08192
fgr:FGSG_11088	ko:K24160
fgr:FGSG_11092	ko:K22134
fgr:FGSG_11094	ko:K22539
fgr:FGSG_11106	ko:K00505
fgr:FGSG_11111	ko:K19564
fgr:FGSG_11115	ko:K14708
fgr:FGSG_11118	ko:K13726
fgr:FGSG_11122	ko:K08192
fgr:FGSG_11128	ko:K14454
fgr:FGSG_11132	ko:K06035
fgr:FGSG_11139	ko:K08192
fgr:FGSG_11140	ko:K17724
fgr:FGSG_11143	ko:K18195
fgr:FGSG_11147	ko:K08141
fgr:FGSG_11150	ko:K08141
fgr:FGSG_11163	ko:K01728
fgr:FGSG_11164	ko:K01312
fgr:FGSG_11169	ko:K07407
fgr:FGSG_11181	ko:K05349
fgr:FGSG_11196	ko:K08726
fgr:FGSG_11198	ko:K00059
fgr:FGSG_11202	ko:K00942
fgr:FGSG_11208	ko:K18578
fgr:FGSG_11219	ko:K08192
fgr:FGSG_11236	ko:K01114
fgr:FGSG_11239	ko:K05389
fgr:FGSG_11240	ko:K08711
fgr:FGSG_11241	ko:K11369
fgr:FGSG_11250	ko:K16261
fgr:FGSG_11257	ko:K22213
fgr:FGSG_11262	ko:K09246
fgr:FGSG_11272	ko:K08711
fgr:FGSG_11293	ko:K14708
fgr:FGSG_11295	ko:K07511
fgr:FGSG_11304	ko:K01181
fgr:FGSG_11322	ko:K19564
fgr:FGSG_11326	ko:K01178
fgr:FGSG_11332	ko:K14977
fgr:FGSG_11337	ko:K00852
fgr:FGSG_11340	ko:K08192
fgr:FGSG_11344	ko:K22857
fgr:FGSG_11345	ko:K06001
fgr:FGSG_11357	ko:K01501
fgr:FGSG_11369	ko:K13953
fgr:FGSG_11395	ko:K22739
fgr:FGSG_11396	ko:K01953
fgr:FGSG_11407	ko:K22745
fgr:FGSG_11417	ko:K03448
fgr:FGSG_11420	ko:K00505
fgr:FGSG_11422	ko:K01613
fgr:FGSG_11428	ko:K05972
fgr:FGSG_11439	ko:K03457
fgr:FGSG_11450	ko:K00505
fgr:FGSG_11458	ko:K16261
fgr:FGSG_11459	ko:K14454
fgr:FGSG_11462	ko:K09248
fgr:FGSG_11469	ko:K19788
fgr:FGSG_11475	ko:K03448
fgr:FGSG_11482	ko:K00128
fgr:FGSG_11484	ko:K00252
fgr:FGSG_11485	ko:K01899
fgr:FGSG_11486	ko:K08192
fgr:FGSG_11487	ko:K01181
fgr:FGSG_11516	ko:K15923
fgr:FGSG_11517	ko:K00505
fgr:FGSG_11518	ko:K02510
fgr:FGSG_11519	ko:K08192
fgr:FGSG_11526	ko:K00865
fgr:FGSG_11528	ko:K00505
fgr:FGSG_11548	ko:K05972
fgr:FGSG_11552	ko:K08192
fgr:FGSG_11557	ko:K13953
fgr:FGSG_11559	ko:K05349
fgr:FGSG_11571	ko:K08192
fgr:FGSG_11573	ko:K01532
fgr:FGSG_11581	ko:K11560
fgr:FGSG_11585	ko:K15877
fgr:FGSG_11590	ko:K15441
fgr:FGSG_11594	ko:K14679
fgr:FGSG_11596	ko:K02864
fgr:FGSG_11597	ko:K03065
fgr:FGSG_11603	ko:K14824
fgr:FGSG_11605	ko:K15115
fgr:FGSG_11617	ko:K06901
fgr:FGSG_11620	ko:K20061
fgr:FGSG_11622	ko:K10998
fgr:FGSG_11623	ko:K16230
fgr:FGSG_11626	ko:K11252
fgr:FGSG_11627	ko:K11251
fgr:FGSG_11628	ko:K03965
fgr:FGSG_11629	ko:K18550
fgr:FGSG_11632	ko:K15430
fgr:FGSG_11633	ko:K14530
fgr:FGSG_11634	ko:K06867
fgr:FGSG_11636	ko:K12877
fgr:FGSG_11637	ko:K23335
fgr:FGSG_11656	ko:K00668
fgr:FGSG_11671	ko:K05349
fgr:FGSG_11673	ko:K01426
fgr:FGSG_11677	ko:K03377
fgr:FGSG_11697	ko:K01915
fgr:FGSG_11698	ko:K01515
fgr:FGSG_11699	ko:K18447
fgr:FGSG_11703	ko:K24781
fgr:FGSG_11714	ko:K07748
fgr:FGSG_11721	ko:K01476
fgr:FGSG_11724	ko:K21403
fgr:FGSG_11729	ko:K00545
fgr:FGSG_11742	ko:K00921
fgr:FGSG_11743	ko:K17765
fgr:FGSG_11760	ko:K06100
fgr:FGSG_11777	ko:K01179
fgr:FGSG_11781	ko:K14284
fgr:FGSG_11782	ko:K02331
fgr:FGSG_11787	ko:K15631
fgr:FGSG_11793	ko:K11094
fgr:FGSG_11799	ko:K19487
fgr:FGSG_11805	ko:K08334
fgr:FGSG_11808	ko:K07888
fgr:FGSG_11811	ko:K07300
fgr:FGSG_11812	ko:K08286
fgr:FGSG_11814	ko:K10866
fgr:FGSG_11822	ko:K01887
fgr:FGSG_11828	ko:K21890
fgr:FGSG_11829	ko:K10273
fgr:FGSG_11834	ko:K11497
fgr:FGSG_11842	ko:K02838
fgr:FGSG_11843	ko:K00135
fgr:FGSG_11845	ko:K02919
fgr:FGSG_11846	ko:K20794
fgr:FGSG_11847	ko:K03861
fgr:FGSG_11848	ko:K20178
fgr:FGSG_11850	ko:K09448
fgr:FGSG_11852	ko:K14787
fgr:FGSG_11855	ko:K03007
fgr:FGSG_11856	ko:K10846
fgr:FGSG_11865	ko:K14404
fgr:FGSG_11878	ko:K11294
fgr:FGSG_11882	ko:K06691
fgr:FGSG_11884	ko:K09699
fgr:FGSG_11886	ko:K20705
fgr:FGSG_11890	ko:K08773
fgr:FGSG_11894	ko:K02132
fgr:FGSG_11897	ko:K00858
fgr:FGSG_11902	ko:K25079
fgr:FGSG_11903	ko:K01183
fgr:FGSG_11915	ko:K09580
fgr:FGSG_11916	ko:K11663
fgr:FGSG_11921	ko:K21232
fgr:FGSG_11922	ko:K02979
fgr:FGSG_11925	ko:K00925
fgr:FGSG_11938	ko:K00765
fgr:FGSG_11940	ko:K23566
fgr:FGSG_11941	ko:K08741
fgr:FGSG_11966	ko:K10597
fgr:FGSG_11967	ko:K03175
fgr:FGSG_11969	ko:K11361
fgr:FGSG_11973	ko:K14640
fgr:FGSG_11976	ko:K03256
fgr:FGSG_11977	ko:K05756
fgr:FGSG_11979	ko:K19806
fgr:FGSG_11987	ko:K20246
fgr:FGSG_11988	ko:K05658
fgr:FGSG_12003	ko:K03457
fgr:FGSG_12024	ko:K06901
fgr:FGSG_12028	ko:K02870
fgr:FGSG_12029	ko:K05294
fgr:FGSG_12031	ko:K21848
fgr:FGSG_12033	ko:K15304
fgr:FGSG_12034	ko:K06877
fgr:FGSG_12035	ko:K03243
fgr:FGSG_12039	ko:K00698
fgr:FGSG_12041	ko:K14861
fgr:FGSG_12106	ko:K00103
fgr:FGSG_12108	ko:K09680
fgr:FGSG_12126	ko:K15418
fgr:FGSG_12129	ko:K00276
fgr:FGSG_12136	ko:K19200
fgr:FGSG_12137	ko:K08496
fgr:FGSG_12139	ko:K20498
fgr:FGSG_12141	ko:K28507
fgr:FGSG_12142	ko:K01279
fgr:FGSG_12154	ko:K00799
fgr:FGSG_12164	ko:K21631
fgr:FGSG_12180	ko:K00459
fgr:FGSG_12181	ko:K02265
fgr:FGSG_12182	ko:K02876
fgr:FGSG_12183	ko:K17922
fgr:FGSG_12186	ko:K18163
fgr:FGSG_12187	ko:K02990
fgr:FGSG_12188	ko:K17822
fgr:FGSG_12193	ko:K12622
fgr:FGSG_12194	ko:K24887
fgr:FGSG_12199	ko:K04718
fgr:FGSG_12202	ko:K03186
fgr:FGSG_12222	ko:K18387
fgr:FGSG_12231	ko:K00681
fgr:FGSG_12250	ko:K03963
fgr:FGSG_12251	ko:K01137
fgr:FGSG_12261	ko:K02370
fgr:FGSG_12263	ko:K14400
fgr:FGSG_12264	ko:K07478
fgr:FGSG_12272	ko:K20183
fgr:FGSG_12273	ko:K14430
fgr:FGSG_12275	ko:K02607
fgr:FGSG_12281	ko:K10639
fgr:FGSG_12296	ko:K06199
fgr:FGSG_12302	ko:K12823
fgr:FGSG_12307	ko:K03434
fgr:FGSG_12321	ko:K13690
fgr:FGSG_12341	ko:K16261
fgr:FGSG_12344	ko:K01620
fgr:FGSG_12357	ko:K09484
fgr:FGSG_12369	ko:K03782
fgr:FGSG_12373	ko:K00306
fgr:FGSG_12379	ko:K16261
fgr:FGSG_12406	ko:K07034
fgr:FGSG_12407	ko:K00062
fgr:FGSG_12421	ko:K17679
fgr:FGSG_12426	ko:K15255
fgr:FGSG_12440	ko:K16261
fgr:FGSG_12442	ko:K01426
fgr:FGSG_12471	ko:K08141
fgr:FGSG_12483	ko:K18107
fgr:FGSG_12495	ko:K00598
fgr:FGSG_12505	ko:K08192
fgr:FGSG_12509	ko:K20059
fgr:FGSG_12523	ko:K28359
fgr:FGSG_12537	ko:K07050
fgr:FGSG_12548	ko:K09252
fgr:FGSG_12577	ko:K12872
fgr:FGSG_12578	ko:K12197
fgr:FGSG_12586	ko:K05349
fgr:FGSG_12612	ko:K09705
fgr:FGSG_12648	ko:K10703
fgr:FGSG_12669	ko:K01505
fgr:FGSG_12671	ko:K06974
fgr:FGSG_12672	ko:K09123
fgr:FGSG_12683	ko:K10573
fgr:FGSG_12685	ko:K12605
fgr:FGSG_12692	ko:K14209
fgr:FGSG_12704	ko:K05658
fgr:FGSG_12711	ko:K10884
fgr:FGSG_12713	ko:K21451
fgr:FGSG_12714	ko:K21451
fgr:FGSG_12725	ko:K15325
fgr:FGSG_12728	ko:K13354
fgr:FGSG_12741	ko:K00472
fgr:FGSG_12745	ko:K03695
fgr:FGSG_12748	ko:K01824
fgr:FGSG_12759	ko:K00859
fgr:FGSG_12767	ko:K00015
fgr:FGSG_12768	ko:K22134
fgr:FGSG_12773	ko:K20246
fgr:FGSG_12776	ko:K12879
fgr:FGSG_12781	ko:K11314
fgr:FGSG_12808	ko:K15223
fgr:FGSG_12809	ko:K22381
fgr:FGSG_12814	ko:K01230
fgr:FGSG_12821	ko:K00799
fgr:FGSG_12836	ko:K15202
fgr:FGSG_12839	ko:K06013
fgr:FGSG_12840	ko:K26808
fgr:FGSG_12846	ko:K11088
fgr:FGSG_12851	ko:K01477
fgr:FGSG_12856	ko:K12601
fgr:FGSG_12857	ko:K01648
fgr:FGSG_12858	ko:K02907
fgr:FGSG_12862	ko:K21766
fgr:FGSG_12863	ko:K02324
fgr:FGSG_12866	ko:K11849
fgr:FGSG_12867	ko:K01094
fgr:FGSG_12874	ko:K15289
fgr:FGSG_12878	ko:K11885
fgr:FGSG_12883	ko:K03327
fgr:FGSG_12884	ko:K10862
fgr:FGSG_12889	ko:K09117
fgr:FGSG_12896	ko:K20306
fgr:FGSG_12900	ko:K20310
fgr:FGSG_12901	ko:K06665
fgr:FGSG_12904	ko:K12600
fgr:FGSG_12909	ko:K09131
fgr:FGSG_12916	ko:K03978
fgr:FGSG_12922	ko:K18660
fgr:FGSG_12934	ko:K01657
fgr:FGSG_12937	ko:K08870
fgr:FGSG_12943	ko:K10259
fgr:FGSG_12946	ko:K00988
fgr:FGSG_12952	ko:K01649
fgr:FGSG_12955	ko:K02134
fgr:FGSG_12967	ko:K11093
fgr:FGSG_12975	ko:K09554
fgr:FGSG_12985	ko:K15192
fgr:FGSG_12996	ko:K17867
fgr:FGSG_12997	ko:K17438
fgr:FGSG_13006	ko:K20182
fgr:FGSG_13011	ko:K01409
fgr:FGSG_13014	ko:K05531
fgr:FGSG_13018	ko:K27899
fgr:FGSG_13026	ko:K26244
fgr:FGSG_13028	ko:K17974
fgr:FGSG_13031	ko:K17678
fgr:FGSG_13033	ko:K14766
fgr:FGSG_13056	ko:K15263
fgr:FGSG_13064	ko:K13800
fgr:FGSG_13072	ko:K01069
fgr:FGSG_13073	ko:K16912
fgr:FGSG_13103	ko:K10768
fgr:FGSG_13110	ko:K21618
fgr:FGSG_13111	ko:K07511
fgr:FGSG_13112	ko:K09579
fgr:FGSG_13118	ko:K13886
fgr:FGSG_13120	ko:K07573
fgr:FGSG_13127	ko:K15115
fgr:FGSG_13128	ko:K17771
fgr:FGSG_13131	ko:K14845
fgr:FGSG_13136	ko:K00234
fgr:FGSG_13188	ko:K00844
fgr:FGSG_13223	ko:K03233
fgr:FGSG_13231	ko:K05841
fgr:FGSG_13240	ko:K01900
fgr:FGSG_13254	ko:K20222
fgr:FGSG_13257	ko:K03953
fgr:FGSG_13258	ko:K22855
fgr:FGSG_13273	ko:K20040
fgr:FGSG_13280	ko:K18586
fgr:FGSG_13281	ko:K06875
fgr:FGSG_13282	ko:K17665
fgr:FGSG_13299	ko:K13507
fgr:FGSG_13310	ko:K18178
fgr:FGSG_13313	ko:K09043
fgr:FGSG_13318	ko:K06640
fgr:FGSG_13320	ko:K15440
fgr:FGSG_13322	ko:K11377
fgr:FGSG_13341	ko:K02138
fgr:FGSG_13343	ko:K00864
fgr:FGSG_13345	ko:K08257
fgr:FGSG_13357	ko:K19365
fgr:FGSG_13370	ko:K17878
fgr:FGSG_13389	ko:K13721
fgr:FGSG_13396	ko:K28098
fgr:FGSG_13398	ko:K07513
fgr:FGSG_13413	ko:K15285
fgr:FGSG_13414	ko:K12451
fgr:FGSG_13439	ko:K11662
fgr:FGSG_13444	ko:K08192
fgr:FGSG_13445	ko:K07824
fgr:FGSG_13468	ko:K01784
fgr:FGSG_13470	ko:K03305
fgr:FGSG_13482	ko:K01515
fgr:FGSG_13489	ko:K05302
fgr:FGSG_13490	ko:K13281
fgr:FGSG_13497	ko:K11309
fgr:FGSG_13498	ko:K09647
fgr:FGSG_13502	ko:K05609
fgr:FGSG_13541	ko:K13123
fgr:FGSG_13543	ko:K17887
fgr:FGSG_13544	ko:K03439
fgr:FGSG_13549	ko:K26678
fgr:FGSG_13550	ko:K08336
fgr:FGSG_13551	ko:K13115
fgr:FGSG_13552	ko:K11415
fgr:FGSG_13556	ko:K12852
fgr:FGSG_13562	ko:K16261
fgr:FGSG_13585	ko:K27906
fgr:FGSG_13596	ko:K09827
fgr:FGSG_13604	ko:K00276
fgr:FGSG_13605	ko:K12492
fgr:FGSG_13612	ko:K17970
fgr:FGSG_13616	ko:K03671
fgr:FGSG_13617	ko:K00273
fgr:FGSG_13622	ko:K14721
fgr:FGSG_13623	ko:K14765
fgr:FGSG_13626	ko:K00555
fgr:FGSG_13640	ko:K20404
fgr:FGSG_13641	ko:K07300
fgr:FGSG_13650	ko:K28669
fgr:FGSG_13655	ko:K01050
fgr:FGSG_13660	ko:K17907
fgr:FGSG_13662	ko:K03018
fgr:FGSG_13664	ko:K02885
fgr:FGSG_13674	ko:K12398
fgr:FGSG_13675	ko:K00645
fgr:FGSG_13714	ko:K01483
fgr:FGSG_13725	ko:K00797
fgr:FGSG_13728	ko:K14411
fgr:FGSG_13731	ko:K20360
fgr:FGSG_13737	ko:K25879
fgr:FGSG_13746	ko:K12580
fgr:FGSG_13776	ko:K03362
fgr:FGSG_13802	ko:K03334
fgr:FGSG_13805	ko:K01182
fgr:FGSG_13807	ko:K08192
fgr:FGSG_13812	ko:K01580
fgr:FGSG_13823	ko:K01681
fgr:FGSG_13829	ko:K00456
fgr:FGSG_13834	ko:K01732
fgr:FGSG_13839	ko:K03380
fgr:FGSG_13860	ko:K01904
fgr:FGSG_13861	ko:K01192
fgr:FGSG_13865	ko:K00128
fgr:FGSG_13871	ko:K01426
fgr:FGSG_13875	ko:K00485
fgr:FGSG_13881	ko:K01198
fgr:FGSG_13883	ko:K12373
fgr:FGSG_13888	ko:K01824
fgr:FGSG_13897	ko:K16261
fgr:FGSG_13905	ko:K18749
fgr:FGSG_13906	ko:K08493
fgr:FGSG_13910	ko:K00730
fgr:FGSG_13934	ko:K24155
fgr:FGSG_13946	ko:K01568
