fpu:FPSE_00004	ko:K00293
fpu:FPSE_10295	ko:K01209
fpu:FPSE_10297	ko:K05291
fpu:FPSE_10300	ko:K01266
fpu:FPSE_10302	ko:K24137
fpu:FPSE_10313	ko:K04718
fpu:FPSE_10314	ko:K20792
fpu:FPSE_10317	ko:K20465
fpu:FPSE_10318	ko:K01624
fpu:FPSE_10319	ko:K08900
fpu:FPSE_10321	ko:K16261
fpu:FPSE_10326	ko:K19788
fpu:FPSE_10327	ko:K22763
fpu:FPSE_10328	ko:K02948
fpu:FPSE_10329	ko:K17804
fpu:FPSE_10331	ko:K17278
fpu:FPSE_10333	ko:K18468
fpu:FPSE_10337	ko:K14810
fpu:FPSE_10338	ko:K00469
fpu:FPSE_10344	ko:K15711
fpu:FPSE_10345	ko:K18158
fpu:FPSE_10346	ko:K07750
fpu:FPSE_10347	ko:K01724
fpu:FPSE_10349	ko:K17783
fpu:FPSE_10350	ko:K01568
fpu:FPSE_10351	ko:K06963
fpu:FPSE_10353	ko:K28083
fpu:FPSE_10354	ko:K22804
fpu:FPSE_10355	ko:K18587
fpu:FPSE_10356	ko:K28506
fpu:FPSE_10358	ko:K03104
fpu:FPSE_10370	ko:K01673
fpu:FPSE_10373	ko:K11086
fpu:FPSE_10374	ko:K02868
fpu:FPSE_10375	ko:K02132
fpu:FPSE_10382	ko:K09983
fpu:FPSE_10384	ko:K08773
fpu:FPSE_10385	ko:K16261
fpu:FPSE_10387	ko:K24935
fpu:FPSE_10388	ko:K18730
fpu:FPSE_10389	ko:K03538
fpu:FPSE_10391	ko:K01918
fpu:FPSE_10392	ko:K22134
fpu:FPSE_10393	ko:K17623
fpu:FPSE_10396	ko:K24767
fpu:FPSE_10398	ko:K00128
fpu:FPSE_10400	ko:K00135
fpu:FPSE_10402	ko:K11393
fpu:FPSE_10406	ko:K01875
fpu:FPSE_10408	ko:K08178
fpu:FPSE_10412	ko:K07734
fpu:FPSE_10414	ko:K13119
fpu:FPSE_10415	ko:K00799
fpu:FPSE_10421	ko:K08192
fpu:FPSE_10424	ko:K06648
fpu:FPSE_10425	ko:K12481
fpu:FPSE_10426	ko:K02304
fpu:FPSE_10427	ko:K18107
fpu:FPSE_10431	ko:K05658
fpu:FPSE_10439	ko:K01336
fpu:FPSE_10443	ko:K00045
fpu:FPSE_10461	ko:K00974
fpu:FPSE_10463	ko:K22913
fpu:FPSE_10464	ko:K18443
fpu:FPSE_10465	ko:K05533
fpu:FPSE_10466	ko:K12587
fpu:FPSE_10468	ko:K15323
fpu:FPSE_10469	ko:K11375
fpu:FPSE_10470	ko:K03016
fpu:FPSE_10472	ko:K23327
fpu:FPSE_10473	ko:K14642
fpu:FPSE_10474	ko:K10639
fpu:FPSE_10477	ko:K04409
fpu:FPSE_10479	ko:K09827
fpu:FPSE_10480	ko:K12306
fpu:FPSE_10481	ko:K00416
fpu:FPSE_10485	ko:K14334
fpu:FPSE_10486	ko:K16302
fpu:FPSE_10487	ko:K00058
fpu:FPSE_10488	ko:K01759
fpu:FPSE_10494	ko:K06210
fpu:FPSE_10499	ko:K09490
fpu:FPSE_10505	ko:K14416
fpu:FPSE_10506	ko:K09497
fpu:FPSE_10512	ko:K14651
fpu:FPSE_10513	ko:K05986
fpu:FPSE_10514	ko:K23678
fpu:FPSE_10544	ko:K00852
fpu:FPSE_10579	ko:K14674
fpu:FPSE_10583	ko:K01213
fpu:FPSE_10585	ko:K08737
fpu:FPSE_10588	ko:K02257
fpu:FPSE_10591	ko:K08900
fpu:FPSE_10593	ko:K15903
fpu:FPSE_10594	ko:K20183
fpu:FPSE_10595	ko:K05658
fpu:FPSE_10597	ko:K22151
fpu:FPSE_10598	ko:K22149
fpu:FPSE_10602	ko:K01415
fpu:FPSE_10604	ko:K11097
fpu:FPSE_10606	ko:K00658
fpu:FPSE_10611	ko:K13719
fpu:FPSE_10612	ko:K11756
fpu:FPSE_10613	ko:K28105
fpu:FPSE_10614	ko:K10875
fpu:FPSE_10615	ko:K01426
fpu:FPSE_10618	ko:K01078
fpu:FPSE_10628	ko:K01053
fpu:FPSE_10631	ko:K05349
fpu:FPSE_10634	ko:K01213
fpu:FPSE_10651	ko:K02607
fpu:FPSE_10652	ko:K15283
fpu:FPSE_10653	ko:K12829
fpu:FPSE_10655	ko:K22686
fpu:FPSE_10659	ko:K17679
fpu:FPSE_10672	ko:K07824
fpu:FPSE_10675	ko:K01673
fpu:FPSE_10677	ko:K00102
fpu:FPSE_10685	ko:K01164
fpu:FPSE_10689	ko:K20643
fpu:FPSE_10690	ko:K15163
fpu:FPSE_10692	ko:K06684
fpu:FPSE_10693	ko:K09184
fpu:FPSE_10697	ko:K08793
fpu:FPSE_10706	ko:K11126
fpu:FPSE_10707	ko:K20705
fpu:FPSE_10708	ko:K15378
fpu:FPSE_10711	ko:K03349
fpu:FPSE_10717	ko:K25703
fpu:FPSE_10718	ko:K04802
fpu:FPSE_10719	ko:K00868
fpu:FPSE_10721	ko:K18738
fpu:FPSE_10723	ko:K12351
fpu:FPSE_10724	ko:K08286
fpu:FPSE_10725	ko:K14826
fpu:FPSE_10727	ko:K13174
fpu:FPSE_10728	ko:K00560
fpu:FPSE_10729	ko:K07297
fpu:FPSE_10730	ko:K02179
fpu:FPSE_10731	ko:K14708
fpu:FPSE_10732	ko:K22685
fpu:FPSE_10734	ko:K17757
fpu:FPSE_10736	ko:K00826
fpu:FPSE_10739	ko:K10742
fpu:FPSE_10743	ko:K26751
fpu:FPSE_10745	ko:K07513
fpu:FPSE_10748	ko:K07305
fpu:FPSE_10749	ko:K12486
fpu:FPSE_10750	ko:K08504
fpu:FPSE_10751	ko:K20523
fpu:FPSE_10753	ko:K11763
fpu:FPSE_10756	ko:K03145
fpu:FPSE_10757	ko:K01738
fpu:FPSE_10758	ko:K01520
fpu:FPSE_10760	ko:K01872
fpu:FPSE_10763	ko:K14026
fpu:FPSE_10765	ko:K03648
fpu:FPSE_10767	ko:K14824
fpu:FPSE_10769	ko:K03065
fpu:FPSE_10770	ko:K02864
fpu:FPSE_10772	ko:K14679
fpu:FPSE_10773	ko:K06867
fpu:FPSE_10775	ko:K15430
fpu:FPSE_10776	ko:K23335
fpu:FPSE_10778	ko:K12877
fpu:FPSE_10779	ko:K17301
fpu:FPSE_10781	ko:K11419
fpu:FPSE_10788	ko:K03031
fpu:FPSE_10789	ko:K05236
fpu:FPSE_10790	ko:K11718
fpu:FPSE_10792	ko:K20222
fpu:FPSE_10796	ko:K00654
fpu:FPSE_10797	ko:K00706
fpu:FPSE_10800	ko:K15198
fpu:FPSE_10801	ko:K10696
fpu:FPSE_10802	ko:K26410
fpu:FPSE_10805	ko:K00967
fpu:FPSE_10806	ko:K00826
fpu:FPSE_10808	ko:K01598
fpu:FPSE_10809	ko:K07390
fpu:FPSE_10812	ko:K00681
fpu:FPSE_10813	ko:K05349
fpu:FPSE_10819	ko:K08141
fpu:FPSE_10836	ko:K18386
fpu:FPSE_10837	ko:K18387
fpu:FPSE_10841	ko:K00804
fpu:FPSE_10845	ko:K22503
fpu:FPSE_10852	ko:K00799
fpu:FPSE_10858	ko:K13333
fpu:FPSE_10866	ko:K03514
fpu:FPSE_10870	ko:K03448
fpu:FPSE_10879	ko:K11493
fpu:FPSE_10880	ko:K20363
fpu:FPSE_10892	ko:K17686
fpu:FPSE_10909	ko:K00383
fpu:FPSE_10910	ko:K12472
fpu:FPSE_10911	ko:K06110
fpu:FPSE_10912	ko:K27833
fpu:FPSE_10916	ko:K20062
fpu:FPSE_10925	ko:K08192
fpu:FPSE_10928	ko:K04618
fpu:FPSE_10929	ko:K05349
fpu:FPSE_10930	ko:K22134
fpu:FPSE_10933	ko:K11244
fpu:FPSE_10939	ko:K20523
fpu:FPSE_10940	ko:K18693
fpu:FPSE_10942	ko:K00637
fpu:FPSE_10943	ko:K01049
fpu:FPSE_10944	ko:K04079
fpu:FPSE_10947	ko:K17917
fpu:FPSE_10948	ko:K03130
fpu:FPSE_10953	ko:K12869
fpu:FPSE_10954	ko:K12844
fpu:FPSE_10956	ko:K00925
fpu:FPSE_10958	ko:K08176
fpu:FPSE_10962	ko:K12373
fpu:FPSE_10969	ko:K17862
fpu:FPSE_10970	ko:K11866
fpu:FPSE_10972	ko:K04798
fpu:FPSE_10973	ko:K12196
fpu:FPSE_10974	ko:K15267
fpu:FPSE_10976	ko:K01476
fpu:FPSE_10982	ko:K22277
fpu:FPSE_10985	ko:K14640
fpu:FPSE_10986	ko:K02429
fpu:FPSE_10987	ko:K14856
fpu:FPSE_10989	ko:K15102
fpu:FPSE_11003	ko:K07034
fpu:FPSE_11009	ko:K21544
fpu:FPSE_11012	ko:K05768
fpu:FPSE_11018	ko:K01953
fpu:FPSE_11019	ko:K22739
fpu:FPSE_11024	ko:K22134
fpu:FPSE_11026	ko:K15113
fpu:FPSE_11027	ko:K09523
fpu:FPSE_11029	ko:K15305
fpu:FPSE_11030	ko:K13076
fpu:FPSE_11031	ko:K00382
fpu:FPSE_11032	ko:K17583
fpu:FPSE_11038	ko:K18384
fpu:FPSE_11039	ko:K03377
fpu:FPSE_11040	ko:K19329
fpu:FPSE_11043	ko:K22993
fpu:FPSE_11047	ko:K08176
fpu:FPSE_11049	ko:K22889
fpu:FPSE_11050	ko:K01937
fpu:FPSE_11051	ko:K01899
fpu:FPSE_11053	ko:K01900
fpu:FPSE_11060	ko:K25656
fpu:FPSE_11061	ko:K01720
fpu:FPSE_11062	ko:K20522
fpu:FPSE_11063	ko:K14784
fpu:FPSE_11067	ko:K26089
fpu:FPSE_11071	ko:K18757
fpu:FPSE_11083	ko:K11369
fpu:FPSE_11085	ko:K05389
fpu:FPSE_11087	ko:K13333
fpu:FPSE_11103	ko:K26118
fpu:FPSE_11107	ko:K12622
fpu:FPSE_11108	ko:K24887
fpu:FPSE_11110	ko:K20061
fpu:FPSE_11118	ko:K08994
fpu:FPSE_11127	ko:K01537
fpu:FPSE_11129	ko:K05658
fpu:FPSE_11141	ko:K01426
fpu:FPSE_11147	ko:K02685
fpu:FPSE_11160	ko:K03441
fpu:FPSE_11169	ko:K04513
fpu:FPSE_11171	ko:K14997
fpu:FPSE_11172	ko:K28650
fpu:FPSE_11173	ko:K14137
fpu:FPSE_11174	ko:K22384
fpu:FPSE_11177	ko:K14838
fpu:FPSE_11186	ko:K07034
fpu:FPSE_11187	ko:K00062
fpu:FPSE_11189	ko:K01785
fpu:FPSE_11207	ko:K00387
fpu:FPSE_11208	ko:K03032
fpu:FPSE_11212	ko:K23887
fpu:FPSE_11215	ko:K27960
fpu:FPSE_11217	ko:K11511
fpu:FPSE_11218	ko:K17989
fpu:FPSE_11229	ko:K00621
fpu:FPSE_11231	ko:K01288
fpu:FPSE_11237	ko:K00059
fpu:FPSE_11246	ko:K00290
fpu:FPSE_11251	ko:K19692
fpu:FPSE_11283	ko:K14654
fpu:FPSE_11285	ko:K13341
fpu:FPSE_11286	ko:K17679
fpu:FPSE_11289	ko:K06674
fpu:FPSE_11294	ko:K12605
fpu:FPSE_11295	ko:K14022
fpu:FPSE_11298	ko:K14685
fpu:FPSE_11299	ko:K22686
fpu:FPSE_11300	ko:K19476
fpu:FPSE_11301	ko:K11827
fpu:FPSE_11303	ko:K11313
fpu:FPSE_11304	ko:K18203
fpu:FPSE_11306	ko:K10396
fpu:FPSE_11307	ko:K10573
fpu:FPSE_11308	ko:K00626
fpu:FPSE_11309	ko:K23801
fpu:FPSE_11312	ko:K02355
fpu:FPSE_11313	ko:K26750
fpu:FPSE_11314	ko:K14554
fpu:FPSE_11316	ko:K13024
fpu:FPSE_11318	ko:K05841
fpu:FPSE_11326	ko:K01785
fpu:FPSE_11329	ko:K00140
fpu:FPSE_11331	ko:K19564
fpu:FPSE_11335	ko:K05994
fpu:FPSE_11337	ko:K00799
fpu:FPSE_11339	ko:K08192
fpu:FPSE_11340	ko:K18123
fpu:FPSE_11341	ko:K00101
fpu:FPSE_11350	ko:K07407
fpu:FPSE_11351	ko:K07300
fpu:FPSE_11356	ko:K14334
fpu:FPSE_11361	ko:K08192
fpu:FPSE_11382	ko:K16261
fpu:FPSE_11393	ko:K01253
fpu:FPSE_11413	ko:K01895
fpu:FPSE_11414	ko:K15303
fpu:FPSE_11423	ko:K03457
fpu:FPSE_11427	ko:K00273
fpu:FPSE_11439	ko:K13076
fpu:FPSE_11445	ko:K08192
fpu:FPSE_11446	ko:K01049
fpu:FPSE_11449	ko:K01082
fpu:FPSE_11453	ko:K07192
fpu:FPSE_11456	ko:K12200
fpu:FPSE_11460	ko:K10865
fpu:FPSE_11461	ko:K01501
fpu:FPSE_11469	ko:K10882
fpu:FPSE_11471	ko:K07443
fpu:FPSE_11474	ko:K00002
fpu:FPSE_11477	ko:K20246
fpu:FPSE_11485	ko:K16261
fpu:FPSE_11488	ko:K18278
fpu:FPSE_11489	ko:K18045
fpu:FPSE_11493	ko:K27165
fpu:FPSE_11494	ko:K10847
fpu:FPSE_11495	ko:K17608
fpu:FPSE_11498	ko:K08192
fpu:FPSE_11499	ko:K19245
fpu:FPSE_11504	ko:K12598
fpu:FPSE_11505	ko:K02272
fpu:FPSE_11507	ko:K17402
fpu:FPSE_11508	ko:K07441
fpu:FPSE_11510	ko:K01456
fpu:FPSE_11511	ko:K04513
fpu:FPSE_11513	ko:K07756
fpu:FPSE_11514	ko:K01689
fpu:FPSE_11515	ko:K02178
fpu:FPSE_11516	ko:K10771
fpu:FPSE_11519	ko:K01238
fpu:FPSE_11521	ko:K11483
fpu:FPSE_11522	ko:K11396
fpu:FPSE_11523	ko:K18803
fpu:FPSE_11525	ko:K14781
fpu:FPSE_11526	ko:K19950
fpu:FPSE_11528	ko:K23567
fpu:FPSE_11529	ko:K01599
fpu:FPSE_11533	ko:K00765
fpu:FPSE_11536	ko:K21864
fpu:FPSE_11539	ko:K23566
fpu:FPSE_11540	ko:K08741
fpu:FPSE_11543	ko:K04354
fpu:FPSE_11544	ko:K15278
fpu:FPSE_11545	ko:K01490
fpu:FPSE_11546	ko:K20046
fpu:FPSE_11548	ko:K20295
fpu:FPSE_11549	ko:K15118
fpu:FPSE_11551	ko:K09548
fpu:FPSE_11553	ko:K21197
fpu:FPSE_11555	ko:K16075
fpu:FPSE_11557	ko:K10848
fpu:FPSE_11559	ko:K23612
fpu:FPSE_11560	ko:K03236
fpu:FPSE_11562	ko:K19877
fpu:FPSE_11565	ko:K10706
fpu:FPSE_11567	ko:K00558
fpu:FPSE_11570	ko:K03681
fpu:FPSE_11580	ko:K00865
fpu:FPSE_11583	ko:K00505
fpu:FPSE_11589	ko:K02917
fpu:FPSE_11590	ko:K00036
fpu:FPSE_11591	ko:K15156
fpu:FPSE_11592	ko:K00231
fpu:FPSE_11593	ko:K23039
fpu:FPSE_11594	ko:K12373
fpu:FPSE_11596	ko:K00838
fpu:FPSE_11598	ko:K20476
fpu:FPSE_11599	ko:K03115
fpu:FPSE_11601	ko:K02886
fpu:FPSE_11602	ko:K23469
fpu:FPSE_11603	ko:K12880
fpu:FPSE_11605	ko:K22698
fpu:FPSE_11606	ko:K10743
fpu:FPSE_11607	ko:K11497
fpu:FPSE_11610	ko:K03283
fpu:FPSE_11612	ko:K00624
fpu:FPSE_11615	ko:K03021
fpu:FPSE_11616	ko:K10958
fpu:FPSE_11617	ko:K02877
fpu:FPSE_11622	ko:K24737
fpu:FPSE_11626	ko:K06269
fpu:FPSE_11628	ko:K02838
fpu:FPSE_11629	ko:K00135
fpu:FPSE_11634	ko:K02919
fpu:FPSE_11636	ko:K20794
fpu:FPSE_11638	ko:K00088
fpu:FPSE_11640	ko:K17732
fpu:FPSE_11641	ko:K03133
fpu:FPSE_11642	ko:K14152
fpu:FPSE_11643	ko:K15728
fpu:FPSE_11646	ko:K20299
fpu:FPSE_11647	ko:K00384
fpu:FPSE_11648	ko:K00972
fpu:FPSE_11649	ko:K20813
fpu:FPSE_11650	ko:K11400
fpu:FPSE_11651	ko:K04567
fpu:FPSE_11653	ko:K14779
fpu:FPSE_11658	ko:K03861
fpu:FPSE_11659	ko:K20178
fpu:FPSE_11662	ko:K09567
fpu:FPSE_11664	ko:K09448
fpu:FPSE_11665	ko:K14787
fpu:FPSE_11666	ko:K10418
fpu:FPSE_11668	ko:K15183
fpu:FPSE_11673	ko:K03007
fpu:FPSE_11674	ko:K14552
fpu:FPSE_11680	ko:K14009
fpu:FPSE_11682	ko:K27388
fpu:FPSE_11683	ko:K20824
fpu:FPSE_11684	ko:K10846
fpu:FPSE_11685	ko:K12812
fpu:FPSE_11686	ko:K03540
fpu:FPSE_11690	ko:K05609
fpu:FPSE_11692	ko:K02922
fpu:FPSE_11693	ko:K11377
fpu:FPSE_11698	ko:K01527
fpu:FPSE_11699	ko:K15440
fpu:FPSE_11700	ko:K02896
fpu:FPSE_11701	ko:K14171
fpu:FPSE_11702	ko:K07023
fpu:FPSE_11704	ko:K09680
fpu:FPSE_11708	ko:K06640
fpu:FPSE_11712	ko:K01968
fpu:FPSE_11714	ko:K24139
fpu:FPSE_11715	ko:K11227
fpu:FPSE_11716	ko:K27385
fpu:FPSE_11717	ko:K23735
fpu:FPSE_11718	ko:K00107
fpu:FPSE_11720	ko:K12412
fpu:FPSE_11725	ko:K01638
fpu:FPSE_11726	ko:K02515
fpu:FPSE_11727	ko:K22803
fpu:FPSE_11729	ko:K07204
fpu:FPSE_11731	ko:K09043
fpu:FPSE_11732	ko:K00993
fpu:FPSE_11735	ko:K08869
fpu:FPSE_11738	ko:K03094
fpu:FPSE_11739	ko:K02924
fpu:FPSE_11740	ko:K07942
fpu:FPSE_11748	ko:K11835
fpu:FPSE_11749	ko:K01408
fpu:FPSE_11751	ko:K03939
fpu:FPSE_11753	ko:K14397
fpu:FPSE_11755	ko:K18187
fpu:FPSE_11757	ko:K24814
fpu:FPSE_11759	ko:K25164
fpu:FPSE_11760	ko:K03639
fpu:FPSE_11764	ko:K13289
fpu:FPSE_11765	ko:K14574
fpu:FPSE_11766	ko:K02964
fpu:FPSE_11769	ko:K15378
fpu:FPSE_11773	ko:K05531
fpu:FPSE_11775	ko:K01409
fpu:FPSE_11776	ko:K02737
fpu:FPSE_11777	ko:K28063
fpu:FPSE_11783	ko:K05658
fpu:FPSE_11784	ko:K01892
fpu:FPSE_11786	ko:K08794
fpu:FPSE_11787	ko:K10688
fpu:FPSE_11788	ko:K20182
fpu:FPSE_11789	ko:K02136
fpu:FPSE_11790	ko:K03163
fpu:FPSE_11794	ko:K21545
fpu:FPSE_11795	ko:K06927
fpu:FPSE_11796	ko:K05275
fpu:FPSE_11798	ko:K19783
fpu:FPSE_11800	ko:K01410
fpu:FPSE_11801	ko:K17786
fpu:FPSE_11802	ko:K05543
fpu:FPSE_11804	ko:K22285
fpu:FPSE_11805	ko:K12836
fpu:FPSE_11807	ko:K20359
fpu:FPSE_11808	ko:K10689
fpu:FPSE_11809	ko:K05529
fpu:FPSE_11810	ko:K12881
fpu:FPSE_11815	ko:K01873
fpu:FPSE_11816	ko:K12858
fpu:FPSE_11817	ko:K17438
fpu:FPSE_11818	ko:K17867
fpu:FPSE_11819	ko:K06630
fpu:FPSE_11820	ko:K22255
fpu:FPSE_11821	ko:K14306
fpu:FPSE_11823	ko:K03242
fpu:FPSE_11825	ko:K03257
fpu:FPSE_11828	ko:K26753
fpu:FPSE_11834	ko:K08856
fpu:FPSE_11835	ko:K01191
fpu:FPSE_11838	ko:K02941
fpu:FPSE_11839	ko:K15443
fpu:FPSE_11840	ko:K09503
fpu:FPSE_11843	ko:K00693
fpu:FPSE_11844	ko:K14863
fpu:FPSE_11845	ko:K20777
fpu:FPSE_11846	ko:K12624
fpu:FPSE_11847	ko:K03008
fpu:FPSE_11849	ko:K08956
fpu:FPSE_11850	ko:K24194
fpu:FPSE_11851	ko:K10997
fpu:FPSE_11852	ko:K00074
fpu:FPSE_11861	ko:K11594
fpu:FPSE_11862	ko:K02734
fpu:FPSE_11863	ko:K14793
fpu:FPSE_11864	ko:K08596
fpu:FPSE_11865	ko:K12948
fpu:FPSE_11866	ko:K12618
fpu:FPSE_11867	ko:K10752
fpu:FPSE_11872	ko:K00916
fpu:FPSE_11874	ko:K07019
fpu:FPSE_11875	ko:K14817
fpu:FPSE_11876	ko:K03259
fpu:FPSE_11877	ko:K12847
fpu:FPSE_11878	ko:K14555
fpu:FPSE_11883	ko:K00787
fpu:FPSE_11886	ko:K03355
fpu:FPSE_11889	ko:K17600
fpu:FPSE_11890	ko:K02209
fpu:FPSE_11891	ko:K15264
fpu:FPSE_11895	ko:K05658
fpu:FPSE_11896	ko:K07107
fpu:FPSE_11900	ko:K17842
fpu:FPSE_11901	ko:K22068
fpu:FPSE_11904	ko:K02540
fpu:FPSE_11905	ko:K11979
fpu:FPSE_11919	ko:K19985
fpu:FPSE_11920	ko:K08066
fpu:FPSE_11922	ko:K01867
fpu:FPSE_11924	ko:K01262
fpu:FPSE_11926	ko:K11495
fpu:FPSE_11927	ko:K13989
fpu:FPSE_11928	ko:K08967
fpu:FPSE_11930	ko:K15356
fpu:FPSE_11931	ko:K13519
fpu:FPSE_11933	ko:K08658
fpu:FPSE_11934	ko:K17764
fpu:FPSE_11935	ko:K12479
fpu:FPSE_11936	ko:K01193
fpu:FPSE_11937	ko:K00010
fpu:FPSE_11939	ko:K00327
fpu:FPSE_11942	ko:K08150
fpu:FPSE_11948	ko:K03657
fpu:FPSE_11951	ko:K25880
fpu:FPSE_11953	ko:K23504
fpu:FPSE_11955	ko:K05857
fpu:FPSE_11964	ko:K01811
fpu:FPSE_11966	ko:K08141
fpu:FPSE_11967	ko:K09043
fpu:FPSE_11970	ko:K01922
fpu:FPSE_11973	ko:K03372
fpu:FPSE_11974	ko:K11552
fpu:FPSE_11980	ko:K03231
fpu:FPSE_11982	ko:K24127
fpu:FPSE_11983	ko:K12832
fpu:FPSE_11987	ko:K07836
fpu:FPSE_11989	ko:K21842
fpu:FPSE_11996	ko:K05658
fpu:FPSE_12004	ko:K08711
fpu:FPSE_12013	ko:K17267
fpu:FPSE_12014	ko:K07556
fpu:FPSE_12017	ko:K01669
fpu:FPSE_12018	ko:K02971
fpu:FPSE_12028	ko:K08141
fpu:FPSE_12030	ko:K07407
fpu:FPSE_12033	ko:K00354
fpu:FPSE_12038	ko:K15544
fpu:FPSE_12041	ko:K00326
fpu:FPSE_12042	ko:K01301
fpu:FPSE_12049	ko:K03283
fpu:FPSE_12056	ko:K03006
fpu:FPSE_12057	ko:K14961
fpu:FPSE_12058	ko:K10761
fpu:FPSE_12059	ko:K14796
fpu:FPSE_12063	ko:K21552
fpu:FPSE_12064	ko:K18342
fpu:FPSE_12067	ko:K01560
fpu:FPSE_12069	ko:K07827
fpu:FPSE_12070	ko:K19850
fpu:FPSE_12076	ko:K19029
fpu:FPSE_12077	ko:K28650
fpu:FPSE_12079	ko:K28359
fpu:FPSE_12081	ko:K13210
fpu:FPSE_12082	ko:K13179
fpu:FPSE_12083	ko:K15361
fpu:FPSE_12084	ko:K15111
fpu:FPSE_12087	ko:K07140
fpu:FPSE_12089	ko:K15161
fpu:FPSE_12090	ko:K14684
fpu:FPSE_12092	ko:K04075
fpu:FPSE_12095	ko:K11373
fpu:FPSE_12097	ko:K11232
fpu:FPSE_12098	ko:K18666
fpu:FPSE_12102	ko:K08150
fpu:FPSE_12103	ko:K08157
fpu:FPSE_12107	ko:K01049
fpu:FPSE_12111	ko:K28063
fpu:FPSE_12116	ko:K14400
fpu:FPSE_12117	ko:K07478
fpu:FPSE_12118	ko:K15338
fpu:FPSE_12120	ko:K01875
fpu:FPSE_12122	ko:K08286
fpu:FPSE_12123	ko:K00799
fpu:FPSE_12129	ko:K14405
fpu:FPSE_12130	ko:K14307
fpu:FPSE_12131	ko:K03024
fpu:FPSE_12133	ko:K18442
fpu:FPSE_12136	ko:K00627
fpu:FPSE_12143	ko:K28613
fpu:FPSE_12144	ko:K23518
fpu:FPSE_12146	ko:K03235
fpu:FPSE_12150	ko:K00326
fpu:FPSE_12160	ko:K12249
fpu:FPSE_12166	ko:K00505
fpu:FPSE_12168	ko:K01210
fpu:FPSE_12174	ko:K06901
fpu:FPSE_12176	ko:K09705
fpu:FPSE_12186	ko:K08139
fpu:FPSE_12224	ko:K01183
fpu:FPSE_12227	ko:K01814
fpu:FPSE_12229	ko:K09829
fpu:FPSE_12230	ko:K11675
fpu:FPSE_12231	ko:K15428
fpu:FPSE_12232	ko:K15541
fpu:FPSE_12233	ko:K01551
fpu:FPSE_12234	ko:K07127
fpu:FPSE_12237	ko:K26979
fpu:FPSE_12239	ko:K05857
fpu:FPSE_12241	ko:K20028
fpu:FPSE_12242	ko:K18932
fpu:FPSE_12243	ko:K15202
fpu:FPSE_12244	ko:K11584
fpu:FPSE_12248	ko:K26544
fpu:FPSE_12249	ko:K08900
fpu:FPSE_12250	ko:K20280
fpu:FPSE_12255	ko:K17263
fpu:FPSE_12256	ko:K00101
fpu:FPSE_12260	ko:K16639
fpu:FPSE_12261	ko:K11366
fpu:FPSE_12262	ko:K03953
fpu:FPSE_12263	ko:K03039
fpu:FPSE_12264	ko:K05289
fpu:FPSE_12266	ko:K01681
fpu:FPSE_12267	ko:K14821
fpu:FPSE_12268	ko:K02307
fpu:FPSE_12272	ko:K26957
fpu:FPSE_12273	ko:K11128
fpu:FPSE_12276	ko:K00679
fpu:FPSE_12277	ko:K00670
fpu:FPSE_12279	ko:K17868
fpu:FPSE_12282	ko:K15108
fpu:FPSE_12283	ko:K01240
fpu:FPSE_12285	ko:K03515
fpu:FPSE_12289	ko:K14399
fpu:FPSE_12290	ko:K01536
fpu:FPSE_12291	ko:K00227
fpu:FPSE_12300	ko:K19356
fpu:FPSE_12304	ko:K01974
fpu:FPSE_12308	ko:K06128
fpu:FPSE_12310	ko:K28206
fpu:FPSE_12311	ko:K02978
fpu:FPSE_12314	ko:K02433
fpu:FPSE_12315	ko:K12849
fpu:FPSE_12317	ko:K18182
fpu:FPSE_12321	ko:K17795
fpu:FPSE_12322	ko:K01424
fpu:FPSE_12323	ko:K06699
fpu:FPSE_12329	ko:K19572
fpu:FPSE_12333	ko:K03978
fpu:FPSE_12336	ko:K14816
fpu:FPSE_12338	ko:K06901
fpu:FPSE_12339	ko:K05610
fpu:FPSE_12341	ko:K01613
fpu:FPSE_12342	ko:K07078
fpu:FPSE_12346	ko:K14563
fpu:FPSE_12347	ko:K02880
fpu:FPSE_12355	ko:K01265
fpu:FPSE_12356	ko:K27966
fpu:FPSE_12357	ko:K01426
fpu:FPSE_12358	ko:K03448
fpu:FPSE_12360	ko:K10427
fpu:FPSE_12362	ko:K04464
fpu:FPSE_12363	ko:K14394
fpu:FPSE_12365	ko:K08192
fpu:FPSE_12366	ko:K02619
fpu:FPSE_12368	ko:K14570
fpu:FPSE_12369	ko:K17080
fpu:FPSE_12370	ko:K00418
fpu:FPSE_12371	ko:K11129
fpu:FPSE_12373	ko:K17617
fpu:FPSE_12374	ko:K03754
fpu:FPSE_12376	ko:K20791
fpu:FPSE_12377	ko:K25879
fpu:FPSE_12380	ko:K03564
fpu:FPSE_12381	ko:K15115
fpu:FPSE_12382	ko:K00417
fpu:FPSE_12383	ko:K11841
fpu:FPSE_12385	ko:K03575
fpu:FPSE_12389	ko:K09250
fpu:FPSE_12400	ko:K12349
fpu:FPSE_12418	ko:K01904
fpu:FPSE_12421	ko:K00915
fpu:FPSE_12425	ko:K00249
fpu:FPSE_12432	ko:K03012
fpu:FPSE_12433	ko:K20303
fpu:FPSE_12434	ko:K03029
fpu:FPSE_12436	ko:K24272
fpu:FPSE_12438	ko:K17081
fpu:FPSE_12448	ko:K06664
